movieId,title,genres,year,cast_name,cast_order
25,Leaving Las Vegas (1995),Drama|Romance,1995,JulianSands,3
25,Leaving Las Vegas (1995),Drama|Romance,1995,RichardLewis,4
26,Othello (1995),Drama,1995,LaurenceFishburne,1
26,Othello (1995),Drama,1995,IrèneJacob,2
26,Othello (1995),Drama,1995,KennethBranagh,3
26,Othello (1995),Drama,1995,NathanielParker,4
27,Now and Then (1995),Children|Drama,1995,ChristinaRicci,1
27,Now and Then (1995),Children|Drama,1995,RosieO'Donnell,2
27,Now and Then (1995),Children|Drama,1995,ThoraBirch,3
27,Now and Then (1995),Children|Drama,1995,MelanieGriffith,4
28,Persuasion (1995),Drama|Romance,1995,AmandaRoot,1
28,Persuasion (1995),Drama|Romance,1995,CiaránHinds,2
28,Persuasion (1995),Drama|Romance,1995,SusanFleetwood,3
28,Persuasion (1995),Drama|Romance,1995,FionaShaw,4
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995,RonPerlman,1
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995,DominiquePinon,2
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995,JudithVittet,3
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995,DanielEmilfork,4
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,1995,GongLi,1
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,1995,LiBao-Tian,2
31,Dangerous Minds (1995),Drama,1995,MichellePfeiffer,1
31,Dangerous Minds (1995),Drama,1995,GeorgeDzundza,2
31,Dangerous Minds (1995),Drama,1995,CourtneyB.Vance,3
31,Dangerous Minds (1995),Drama,1995,RobinBartlett,4
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,1995,BruceWillis,1
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,1995,MadeleineStowe,2
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,1995,BradPitt,3
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,1995,ChristopherPlummer,4
34,Babe (1995),Children|Drama,1995,ChristineCavanaugh,1
34,Babe (1995),Children|Drama,1995,MiriamMargolyes,2
34,Babe (1995),Children|Drama,1995,DannyMann,3
34,Babe (1995),Children|Drama,1995,HugoWeaving,4
36,Dead Man Walking (1995),Crime|Drama,1995,SusanSarandon,1
36,Dead Man Walking (1995),Crime|Drama,1995,SeanPenn,2
36,Dead Man Walking (1995),Crime|Drama,1995,RobertProsky,3
36,Dead Man Walking (1995),Crime|Drama,1995,RaymondJ.Barry,4
38,It Takes Two (1995),Children|Comedy,1995,KirstieAlley,1
38,It Takes Two (1995),Children|Comedy,1995,SteveGuttenberg,2
38,It Takes Two (1995),Children|Comedy,1995,AshleyOlsen,3
38,It Takes Two (1995),Children|Comedy,1995,Mary-KateOlsen,4
39,Clueless (1995),Comedy|Romance,1995,AliciaSilverstone,1
39,Clueless (1995),Comedy|Romance,1995,StaceyDash,2
39,Clueless (1995),Comedy|Romance,1995,BrittanyMurphy,3
39,Clueless (1995),Comedy|Romance,1995,PaulRudd,4
40,"Cry, the Beloved Country (1995)",Drama,1995,JamesEarlJones,1
40,"Cry, the Beloved Country (1995)",Drama,1995,CharlesS.Dutton,2
40,"Cry, the Beloved Country (1995)",Drama,1995,JackRobinson,3
41,Richard III (1995),Drama|War,1995,IanMcKellen,1
41,Richard III (1995),Drama|War,1995,AnnetteBening,2
41,Richard III (1995),Drama|War,1995,JimBroadbent,3
41,Richard III (1995),Drama|War,1995,KristinScottThomas,4
42,Dead Presidents (1995),Action|Crime|Drama,1995,LarenzTate,1
42,Dead Presidents (1995),Action|Crime|Drama,1995,KeithDavid,2
42,Dead Presidents (1995),Action|Crime|Drama,1995,ChrisTucker,3
42,Dead Presidents (1995),Action|Crime|Drama,1995,FreddyRodríguez,4
43,Restoration (1995),Drama,1995,RobertDowneyJr.,1
43,Restoration (1995),Drama,1995,MegRyan,2
43,Restoration (1995),Drama,1995,SamNeill,3
43,Restoration (1995),Drama,1995,DavidThewlis,4
44,Mortal Kombat (1995),Action|Adventure|Fantasy,1995,ChristopherLambert,1
44,Mortal Kombat (1995),Action|Adventure|Fantasy,1995,RobinShou,2
44,Mortal Kombat (1995),Action|Adventure|Fantasy,1995,LindenAshby,3
44,Mortal Kombat (1995),Action|Adventure|Fantasy,1995,Cary-HiroyukiTagawa,4
45,To Die For (1995),Comedy|Drama|Thriller,1995,NicoleKidman,1
45,To Die For (1995),Comedy|Drama|Thriller,1995,MattDillon,2
45,To Die For (1995),Comedy|Drama|Thriller,1995,JoaquinPhoenix,3
45,To Die For (1995),Comedy|Drama|Thriller,1995,CaseyAffleck,4
46,How to Make an American Quilt (1995),Drama|Romance,1995,WinonaRyder,1
46,How to Make an American Quilt (1995),Drama|Romance,1995,AnneBancroft,2
46,How to Make an American Quilt (1995),Drama|Romance,1995,EllenBurstyn,3
46,How to Make an American Quilt (1995),Drama|Romance,1995,KateNelligan,4
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,1995,BradPitt,1
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,1995,MorganFreeman,2
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,1995,GwynethPaltrow,3
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,1995,JohnC.McGinley,4
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,1995,IreneBedard,1
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,1995,MelGibson,2
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,1995,DavidOgdenStiers,3
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,1995,JohnKassir,4
49,When Night Is Falling (1995),Drama|Romance,1995,PascaleBussières,1
49,When Night Is Falling (1995),Drama|Romance,1995,RachaelCrawford,2
49,When Night Is Falling (1995),Drama|Romance,1995,HenryCzerny,3
49,When Night Is Falling (1995),Drama|Romance,1995,DonMcKellar,4
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,1995,StephenBaldwin,1
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,1995,GabrielByrne,2
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,1995,ChazzPalminteri,3
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,1995,KevinPollak,4
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,1995,WoodyAllen,1
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,1995,MiraSorvino,2
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,1995,HelenaBonhamCarter,3
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,1995,F.MurrayAbraham,4
53,Lamerica (1994),Adventure|Drama,1994,EnricoLoVerso,1
53,Lamerica (1994),Adventure|Drama,1994,MichelePlacido,2
53,Lamerica (1994),Adventure|Drama,1994,PiroMilkani,3
53,Lamerica (1994),Adventure|Drama,1994,CarmeloDiMazzarelli,4
54,"Big Green, The (1995)",Children|Comedy,1995,SteveGuttenberg,1
54,"Big Green, The (1995)",Children|Comedy,1995,Oliviad'Abo,2
54,"Big Green, The (1995)",Children|Comedy,1995,JayO.Sanders,3
54,"Big Green, The (1995)",Children|Comedy,1995,JohnTerry,4
55,Georgia (1995),Drama,1995,JenniferJasonLeigh,1
55,Georgia (1995),Drama,1995,MareWinningham,2
55,Georgia (1995),Drama,1995,TedLevine,3
55,Georgia (1995),Drama,1995,MaxPerlich,4
57,Home for the Holidays (1995),Drama,1995,HollyHunter,1
57,Home for the Holidays (1995),Drama,1995,RobertDowneyJr.,2
57,Home for the Holidays (1995),Drama,1995,AnneBancroft,3
57,Home for the Holidays (1995),Drama,1995,CharlesDurning,4
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,1994,PhilippeNoiret,1
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,1994,MassimoTroisi,2
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,1994,MariaGraziaCucinotta,3
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,1994,RenatoScarpa,4
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,1995,HalScardino,1
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,1995,Litefoot,2
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,1995,LindsayCrouse,3
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,1995,RichardJenkins,4
61,Eye for an Eye (1996),Drama|Thriller,1996,SallyField,1
61,Eye for an Eye (1996),Drama|Thriller,1996,KieferSutherland,2
61,Eye for an Eye (1996),Drama|Thriller,1996,EdHarris,3
61,Eye for an Eye (1996),Drama|Thriller,1996,BeverlyD'Angelo,4
62,Mr. Holland's Opus (1995),Drama,1995,RichardDreyfuss,1
62,Mr. Holland's Opus (1995),Drama,1995,GlenneHeadly,2
62,Mr. Holland's Opus (1995),Drama,1995,JayThomas,3
62,Mr. Holland's Opus (1995),Drama,1995,OlympiaDukakis,4
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,1996,ShawnWayans,1
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,1996,MarlonWayans,2
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,1996,TraceyCherelleJones,3
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,1996,ChrisSpencer,4
64,Two if by Sea (1996),Comedy|Romance,1996,SandraBullock,1
64,Two if by Sea (1996),Comedy|Romance,1996,DenisLeary,2
64,Two if by Sea (1996),Comedy|Romance,1996,YaphetKotto,3
64,Two if by Sea (1996),Comedy|Romance,1996,StephenDillane,4
65,Bio-Dome (1996),Comedy,1996,PaulyShore,1
65,Bio-Dome (1996),Comedy,1996,StephenBaldwin,2
65,Bio-Dome (1996),Comedy,1996,JoeyLaurenAdams,3
65,Bio-Dome (1996),Comedy,1996,TeresaHill,4
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,1996,PatrickBergin,1
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,1996,MattFrewer,2
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,1996,AustinO'Brien,3
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,1996,ElyPouget,4
68,French Twist (Gazon maudit) (1995),Comedy|Romance,1995,VictoriaAbril,1
68,French Twist (Gazon maudit) (1995),Comedy|Romance,1995,JosianeBalasko,2
68,French Twist (Gazon maudit) (1995),Comedy|Romance,1995,AlainChabat,3
68,French Twist (Gazon maudit) (1995),Comedy|Romance,1995,TickyHolgado,4
69,Friday (1995),Comedy,1995,IceCube,1
69,Friday (1995),Comedy,1995,ChrisTucker,2
69,Friday (1995),Comedy,1995,NiaLong,3
69,Friday (1995),Comedy,1995,TomListerJr.,4
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,1996,GeorgeClooney,1
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,1996,QuentinTarantino,2
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,1996,HarveyKeitel,3
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,1996,JulietteLewis,4
71,Fair Game (1995),Action,1995,WilliamBaldwin,1
71,Fair Game (1995),Action,1995,CindyCrawford,2
71,Fair Game (1995),Action,1995,StevenBerkoff,3
71,Fair Game (1995),Action,1995,ChristopherMcDonald,4
72,Kicking and Screaming (1995),Comedy|Drama,1995,JoshHamilton,1
72,Kicking and Screaming (1995),Comedy|Drama,1995,Oliviad'Abo,2
72,Kicking and Screaming (1995),Comedy|Drama,1995,CarlosJacott,3
72,Kicking and Screaming (1995),Comedy|Drama,1995,EricStoltz,4
73,"Misérables, Les (1995)",Drama|War,1995,Jean-PaulBelmondo,1
73,"Misérables, Les (1995)",Drama|War,1995,MichelBoujenah,2
73,"Misérables, Les (1995)",Drama|War,1995,AlessandraMartines,3
73,"Misérables, Les (1995)",Drama|War,1995,SaloméLelouch,4
74,Bed of Roses (1996),Drama|Romance,1996,ChristianSlater,1
74,Bed of Roses (1996),Drama|Romance,1996,MaryStuartMasterson,2
74,Bed of Roses (1996),Drama|Romance,1996,PamelaAdlon,3
74,Bed of Roses (1996),Drama|Romance,1996,JoshBrolin,4
75,Big Bully (1996),Comedy|Drama,1996,RickMoranis,1
75,Big Bully (1996),Comedy|Drama,1996,TomArnold,2
75,Big Bully (1996),Comedy|Drama,1996,JuliannePhillips,3
75,Big Bully (1996),Comedy|Drama,1996,CarolKane,4
76,Screamers (1995),Action|Sci-Fi|Thriller,1995,PeterWeller,1
76,Screamers (1995),Action|Sci-Fi|Thriller,1995,RoyDupuis,2
76,Screamers (1995),Action|Sci-Fi|Thriller,1995,JenniferRubin,3
76,Screamers (1995),Action|Sci-Fi|Thriller,1995,AndrewLauer,4
77,Nico Icon (1995),Documentary,1995,Nico,1
77,Nico Icon (1995),Documentary,1995,TinaAumont,2
77,Nico Icon (1995),Documentary,1995,JacksonBrowne,3
77,Nico Icon (1995),Documentary,1995,JohnCale,4
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,1995,JackNicholson,1
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,1995,DavidMorse,2
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,1995,AnjelicaHuston,3
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,1995,RobinWright,4
79,"Juror, The (1996)",Drama|Thriller,1996,DemiMoore,1
79,"Juror, The (1996)",Drama|Thriller,1996,AlecBaldwin,2
79,"Juror, The (1996)",Drama|Thriller,1996,JosephGordon-Levitt,3
79,"Juror, The (1996)",Drama|Thriller,1996,AnneHeche,4
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,1995,AidaMohammadkhani,1
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,1995,MohsenKafili,2
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,1995,FereshtehSadreOrafaiy,3
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,1995,AnnaBorkowska,4
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,1995,AndyGarcía,1
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,1995,ChristopherLloyd,2
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,1995,WilliamForsythe,3
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,1995,BillNunn,4
82,Antonia's Line (Antonia) (1995),Comedy|Drama,1995,WillekevanAmmelrooy,1
82,Antonia's Line (Antonia) (1995),Comedy|Drama,1995,ElsDottermans,2
82,Antonia's Line (Antonia) (1995),Comedy|Drama,1995,DoravanderGroen,3
82,Antonia's Line (Antonia) (1995),Comedy|Drama,1995,VeerlevanOverloop,4
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,1995,"AlFreeman,Jr.",1
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,1995,PhyliciaRashād,2
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,1995,PaulaKelly,3
85,Angels and Insects (1995),Drama|Romance,1995,MarkRylance,1
85,Angels and Insects (1995),Drama|Romance,1995,KristinScottThomas,2
85,Angels and Insects (1995),Drama|Romance,1995,PatsyKensit,3
85,Angels and Insects (1995),Drama|Romance,1995,JeremyKemp,4
86,White Squall (1996),Action|Adventure|Drama,1996,JeffBridges,1
86,White Squall (1996),Action|Adventure|Drama,1996,CarolineGoodall,2
86,White Squall (1996),Action|Adventure|Drama,1996,JohnSavage,3
86,White Squall (1996),Action|Adventure|Drama,1996,ScottWolf,4
87,Dunston Checks In (1996),Children|Comedy,1996,JasonAlexander,1
87,Dunston Checks In (1996),Children|Comedy,1996,FayeDunaway,2
87,Dunston Checks In (1996),Children|Comedy,1996,EricLloyd,3
87,Dunston Checks In (1996),Children|Comedy,1996,RupertEverett,4
88,Black Sheep (1996),Comedy,1996,ChrisFarley,1
88,Black Sheep (1996),Comedy,1996,DavidSpade,2
88,Black Sheep (1996),Comedy,1996,GrantHeslov,3
88,Black Sheep (1996),Comedy,1996,TimMatheson,4
89,Nick of Time (1995),Action|Thriller,1995,JohnnyDepp,1
89,Nick of Time (1995),Action|Thriller,1995,CourtneyChase,2
89,Nick of Time (1995),Action|Thriller,1995,CharlesS.Dutton,3
89,Nick of Time (1995),Action|Thriller,1995,ChristopherWalken,4
92,Mary Reilly (1996),Drama|Horror|Thriller,1996,JuliaRoberts,1
92,Mary Reilly (1996),Drama|Horror|Thriller,1996,JohnMalkovich,2
92,Mary Reilly (1996),Drama|Horror|Thriller,1996,GeorgeCole,3
92,Mary Reilly (1996),Drama|Horror|Thriller,1996,MichaelGambon,4
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,1995,EddieMurphy,1
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,1995,AngelaBassett,2
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,1995,AllenPayne,3
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,1995,KadeemHardison,4
94,Beautiful Girls (1996),Comedy|Drama|Romance,1996,MattDillon,1
94,Beautiful Girls (1996),Comedy|Drama|Romance,1996,NoahEmmerich,2
94,Beautiful Girls (1996),Comedy|Drama|Romance,1996,AnnabethGish,3
94,Beautiful Girls (1996),Comedy|Drama|Romance,1996,LaurenHolly,4
95,Broken Arrow (1996),Action|Adventure|Thriller,1996,JohnTravolta,1
95,Broken Arrow (1996),Action|Adventure|Thriller,1996,ChristianSlater,2
95,Broken Arrow (1996),Action|Adventure|Thriller,1996,SamanthaMathis,3
95,Broken Arrow (1996),Action|Adventure|Thriller,1996,DelroyLindo,4
96,In the Bleak Midwinter (1995),Comedy|Drama,1995,RichardBriers,1
96,In the Bleak Midwinter (1995),Comedy|Drama,1995,JoanCollins,2
96,In the Bleak Midwinter (1995),Comedy|Drama,1995,MichaelMaloney,3
96,In the Bleak Midwinter (1995),Comedy|Drama,1995,NicholasFarrell,4
97,"Hate (Haine, La) (1995)",Crime|Drama,1995,VincentCassel,1
97,"Hate (Haine, La) (1995)",Crime|Drama,1995,HubertKoundé,2
97,"Hate (Haine, La) (1995)",Crime|Drama,1995,SaïdTaghmaoui,3
97,"Hate (Haine, La) (1995)",Crime|Drama,1995,AbdelAhmedGhili,4
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,1995,NickBroomfield,1
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,1995,HeidiFleiss,2
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,1995,MadamAlex,3
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,1995,IvanNagy,4
100,City Hall (1996),Drama|Thriller,1996,AlPacino,1
100,City Hall (1996),Drama|Thriller,1996,JohnCusack,2
100,City Hall (1996),Drama|Thriller,1996,BridgetFonda,3
100,City Hall (1996),Drama|Thriller,1996,DannyAiello,4
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1996,LukeWilson,1
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1996,OwenWilson,2
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1996,LumiCavazos,3
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1996,AndrewWilson,4
102,Mr. Wrong (1996),Comedy,1996,EllenDeGeneres,1
102,Mr. Wrong (1996),Comedy,1996,BillPullman,2
102,Mr. Wrong (1996),Comedy,1996,JoanCusack,3
102,Mr. Wrong (1996),Comedy,1996,DeanStockwell,4
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1996,RayLiotta,1
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1996,LindaFiorentino,2
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1996,PeterCoyote,3
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1996,ChristopherMcDonald,4
104,Happy Gilmore (1996),Comedy,1996,AdamSandler,1
104,Happy Gilmore (1996),Comedy,1996,BenStiller,2
104,Happy Gilmore (1996),Comedy,1996,ChristopherMcDonald,3
104,Happy Gilmore (1996),Comedy,1996,JulieBowen,4
